"title","estimate","all consumer units","less than $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $69,999","$70,000 and over"
"        Sewing machines                                     ","MEAN",5.46,7.78,0.93,0.06,1.96,3.13,10.55,1.7,1.29,9.42
"        Sewing machines                                     ","SE",1.53,6.22,0.68,0.06,0.73,1.89,8.73,0.78,0.58,3.58
"      Small appliances, miscellaneous housewares            ","MEAN",57.86,28.9,26.23,24.18,33.87,32.32,44.44,48.95,63.12,90.28
"      Small appliances, miscellaneous housewares            ","SE",2.14,4.51,3.9,3.34,4.81,2.69,5.4,5.56,5.44,4.36
"        Housewares                                          ","MEAN",21.49,12.5,8.46,7.25,9.03,11.22,19.4,17.85,19.38,35.66
"        Housewares                                          ","SE",1.16,2.97,1.94,1.36,2.04,1.47,4.33,2.73,2.45,2.78
"          Plastic dinnerware (thru Q20131)                  ","MEAN",0,0,0,0,0,0,0,0,0,0
"          China and other dinnerware (thru Q20131)          ","MEAN",0,0,0,0,0,0,0,0,0,0
"          Flatware                                          ","MEAN",3.74,3.17,0.65,1.12,0.83,1.47,5.81,2.71,3.91,5.63
"          Flatware                                          ","SE",0.51,1.93,0.35,0.33,0.41,0.41,3.22,0.76,1.54,1.02
"          Glassware (thru Q20131)                           ","MEAN",0,0,0,0,0,0,0,0,0,0
"          Silver serving pieces (thru Q20131)               ","MEAN",0,0,0,0,0,0,0,0,0,0
"          Other serving pieces (thru Q20131)                ","MEAN",0,0,0,0,0,0,0,0,0,0
"          Dinnerware, glassware, serving pieces (new UCC    ","MEAN",9,6.28,3.57,4.14,3.99,5.05,6.82,7.61,7.94,14.84
"          Dinnerware, glassware, serving pieces (new UCC    ","SE",0.53,1.29,1.2,1.16,1.22,0.98,1.66,1.22,0.92,1.16
"          Nonelectric cookware                              ","MEAN",8.75,3.04,4.24,1.99,4.21,4.7,6.78,7.52,7.53,15.19
"          Nonelectric cookware                              ","SE",0.73,1.48,1.27,0.52,1.18,1.06,1.36,1.58,1.29,1.76
"        Small appliances                                    ","MEAN",36.37,16.4,17.77,16.93,24.84,21.1,25.04,31.1,43.74,54.62
"        Small appliances                                    ","SE",1.45,3.9,3.14,2.82,4.05,2.16,3.17,3.77,4.72,2.98
"          Small electric kitchen appliances                 ","MEAN",27.38,10.92,13.03,11.78,15.35,17.11,18.86,22.75,32.39,42.2
"          Small electric kitchen appliances                 ","SE",1.08,2.48,2.59,1.32,2.27,1.92,2.42,2.7,3.74,2.22
"          Portable heating and cooling equipment            ","MEAN",8.98,5.48,4.74,5.15,9.49,4,6.18,8.35,11.35,12.42
"          Portable heating and cooling equipment            ","SE",0.95,3.08,1.79,2.26,3.76,0.79,1.7,2.43,2.69,2.04
"      Miscellaneous household equipment                     ","MEAN",471.82,188.82,179.37,140.09,268.21,231.9,266.92,396.35,467.27,821.67
"      Miscellaneous household equipment                     ","SE",17.88,28.29,38.65,18.5,57.94,15.87,19.19,41.51,29.27,35.94
"        Window coverings                                    ","MEAN",14.07,1.89,0.34,0.62,3.54,8.22,6.76,5.74,6.87,31.72
"        Window coverings                                    ","SE",2.11,1.32,0.21,0.36,1.68,2.95,2.56,2.22,1.85,6
"        Infants'' equipment                                 ","MEAN",5.84,5.13,1.56,1.16,1.9,1.65,4.04,2.93,3.92,11.74
"        Infants'' equipment                                 ","SE",0.65,3.64,0.88,0.61,0.74,0.45,1.49,0.79,0.86,1.81
"        Outdoor equipment                                   ","MEAN",17.22,4.96,0.96,1.15,4.3,5.06,7.77,12.38,12.08,37.25
"        Outdoor equipment                                   ","SE",2.58,4.23,0.62,0.59,1.7,1.12,1.99,3.27,2.45,7.21
"        Lamps and lighting fixtures (thru Q20131)           ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Lamps, lighting fixtures, ceiling fans (new UCC     ","MEAN",14.12,3.25,3,2.2,8.41,4.59,8.83,9.15,9.35,28.79
"        Lamps, lighting fixtures, ceiling fans (new UCC     ","SE",1.68,0.81,1.06,0.63,2.33,0.94,1.94,1.84,1.35,4.38
"        Clocks and other household decorative items         ","MEAN",28.67,4.2,26.69,5.67,13.22,13.02,16.05,18.07,17.91,56.76
"        Clocks and other household decorative items         ","SE",2.72,1.66,17.98,1.32,3.58,2.86,2.91,3.54,2.64,7.3
"        Telephones and accessories                          ","MEAN",52.68,23.72,15.87,16.87,34.63,30.55,30,45.27,62.72,84.21
"        Telephones and accessories                          ","SE",2.35,6.64,4.97,3.94,8.08,4.16,4.91,5.56,6.82,4.96
"        Lawn and garden equipment                           ","MEAN",58.23,2.26,25.03,17.9,66.49,16.17,22.55,52.8,68.26,99.58
"        Lawn and garden equipment                           ","SE",11.4,1.36,22.2,7.42,53.61,4.03,7.1,26.51,19.41,24.72
"        Power tools                                         ","MEAN",19.01,1.81,2.29,4.34,3.44,12.35,16.3,16.75,27.85,29.39
"        Power tools                                         ","SE",1.68,0.91,1.42,1.61,1.42,3.28,3.76,3.37,5.62,3.51
"        Office furniture for home use                       ","MEAN",6.09,1.78,3.31,1.63,4.6,2.9,2.43,3.32,6.68,10.95
"        Office furniture for home use                       ","SE",0.98,0.96,2.78,0.5,2.44,1.17,1.16,2.15,2.51,2.7
"        Hand tools                                          ","MEAN",6.3,2.43,1.39,1.88,1.48,3.3,5.06,5.52,9.55,9.51
"        Hand tools                                          ","SE",0.62,1.13,0.66,0.6,0.44,0.56,2.04,1.44,2.21,1.17
"        Indoor plants, fresh flowers                        ","MEAN",49.43,13.52,8.16,14.85,22.82,26.67,28.59,41.09,49.68,87.99
"        Indoor plants, fresh flowers                        ","SE",1.91,2.63,2.45,4.21,3.51,3.08,3.45,4.43,6.4,4.63
"        Closet and storage items                            ","MEAN",4.64,1.11,2.84,0.51,1.66,1.21,1.1,1.31,2.62,10.81
"        Closet and storage items                            ","SE",1.05,0.68,1.28,0.24,1.03,0.4,0.32,0.44,0.68,3.07
"        Rental of furniture                                 ","MEAN",4.3,4.94,10.72,10.45,3.65,3.16,2.88,6.48,5.68,2.07
"        Rental of furniture                                 ","SE",1.03,2.83,11.09,7.79,2.04,1.18,1.89,3.43,3.05,1.06
"        Luggage                                             ","MEAN",8.04,1.73,1.04,2.05,2.62,2.49,3.61,5.34,5.45,17.15
"        Luggage                                             ","SE",0.62,0.82,0.41,1.18,0.89,0.93,0.87,1.55,1.09,1.61
"        Computers and computer hardware for nonbusiness use ","MEAN",138.09,83.81,59.89,43.25,74.01,73.75,79.55,130.4,131.17,231.99
"        Computers and computer hardware for nonbusiness use ","SE",6.66,22.17,20.26,10.11,15.3,13.39,12.98,23.9,14.58,13.7
"        Portable memory                                     ","MEAN",3.51,1.34,1.54,1.67,1.62,2.25,1.42,2.26,3.76,6.11
"        Portable memory                                     ","SE",0.3,0.39,0.51,0.53,0.59,0.59,0.39,0.47,0.78,0.66
"        Computer software                                   ","MEAN",9.93,11.63,4.89,1.83,3.98,4.54,4.58,7.32,12.05,16.36
"        Computer software                                   ","SE",0.93,6.18,1.52,0.81,0.89,1.29,1.1,1.87,2.51,1.95
"        Computer accessories                                ","MEAN",14.4,10.66,7.28,6.78,7.27,9.18,9.29,11.52,14.83,22.66
"        Computer accessories                                ","SE",0.75,3.38,2.14,1.42,1.57,1.69,1.4,1.64,1.65,1.66
"        Personal digital assistants (thru Q20131)           ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Internet services away from home                    ","MEAN",3.18,2.22,0.12,2.64,1.76,2.3,4.96,2.03,4.79,3.44
"        Internet services away from home                    ","SE",0.32,1.21,0.12,0.84,0.86,0.68,1.22,0.4,1.01,0.51
"        Telephone answering devices (thru Q20131)           ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Business equipment for home use                     ","MEAN",3.75,3.99,0.73,0.65,1.83,2,2.85,1.96,3.85,6.38
"        Business equipment for home use                     ","SE",0.49,1.7,0.49,0.37,0.91,0.74,0.99,0.79,1.61,1.15
"        Smoke alarms (owned home) (thru Q20131)             ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Smoke alarms (renter) (thru Q20131)                 ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Smoke alarms (owned vacation) (thru Q20131)         ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Other household appliances (owned home)             ","MEAN",8.29,1.28,0.36,0.8,2.37,2.51,5.75,11.54,6.38,15.66
"        Other household appliances (owned home)             ","SE",1.13,0.81,0.24,0.47,1.38,0.78,2.59,4.77,1.71,2.51
"        Other household appliances (renter)                 ","MEAN",2.02,1.17,1.37,1.21,2.61,4.03,2.55,3.17,1.83,1.15
"        Other household appliances (renter)                 ","SE",0.32,1.16,0.65,0.63,1.65,1.65,1.19,1.08,0.72,0.31
"  Apparel and services                                      ","MEAN",1138.32,523.24,477.48,457.65,546.25,644.04,742.13,845.06,1016.06,1979.92
"  Apparel and services                                      ","SE",20.55,49.6,33.14,23.85,46.84,24.11,23.81,32.88,32.91,52.02
"    Men and boys                                            ","MEAN",291.48,111.6,102.3,112.21,119.12,151.07,168.71,206.82,262.76,530.51
"    Men and boys                                            ","SE",7.57,17.39,12.92,9.77,12.3,10.6,7.71,10.98,13.26,17.66
"      Men, 16 and over                                      ","MEAN",227.23,88.32,69.24,82.71,82.73,106.75,123.41,153.17,203.1,426.77
"      Men, 16 and over                                      ","SE",6.3,16.14,10.17,8.63,8.59,9.14,7.4,10.55,12.41,15.08
"        Men''s suits                                        ","MEAN",21.59,13.57,3.66,3.5,4.84,3.6,4.57,8.6,19.43,47.61
"        Men''s suits                                        ","SE",2.57,9.82,2.7,1.66,2.35,2.01,1.39,2.38,5.26,7.36
"        Men''s sportcoats, tailored jackets                 ","MEAN",8.24,1.31,0.1,4.72,0.37,1.56,2.2,4.53,2.88,19.91
"        Men''s sportcoats, tailored jackets                 ","SE",1.35,0.79,0.08,4.18,0.28,0.84,0.68,2.06,0.88,3.71
"        Men''s coats and jackets                            ","MEAN",24.56,7.2,6.74,11.08,7.98,12.32,9.37,14.12,21.17,48.27
"        Men''s coats and jackets                            ","SE",3.22,2.02,3.21,2.73,1.68,2.25,1.32,2.41,2.82,10.4
"        Men''s underwear                                    ","MEAN",6.76,3.47,2.7,2.81,3.04,5.65,4.03,5.83,5.82,11.08
"        Men''s underwear                                    ","SE",0.37,1.09,0.74,0.61,0.69,0.77,0.57,0.98,0.74,0.81
"        Men''s hosiery                                      ","MEAN",3.44,1.17,0.75,1.05,1.86,1.92,2.16,2.88,2.76,6.22
"        Men''s hosiery                                      ","SE",0.2,0.32,0.24,0.2,0.5,0.35,0.48,0.48,0.43,0.55
"        Men''s nightwear                                    ","MEAN",1.75,0.11,0.3,0.34,0.31,0.92,1.28,0.91,1.08,3.65
"        Men''s nightwear                                    ","SE",0.17,0.11,0.18,0.19,0.21,0.3,0.36,0.29,0.25,0.43
"        Men''s accessories                                  ","MEAN",8.11,3.18,3.03,4.58,4.25,3.39,5.13,6.09,6.59,14.63
"        Men''s accessories                                  ","SE",0.55,0.65,0.92,2.01,1.85,0.67,1.19,1.16,0.85,1.22
"        Men''s sweaters and vests (thru Q20131)             ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Men''s active sportswear                            ","MEAN",3.25,0.23,4.33,2.96,0.48,0.86,1.53,3.29,2.95,5.66
"        Men''s active sportswear                            ","SE",0.31,0.16,2.66,1.66,0.15,0.44,0.63,1.41,0.63,0.45
"        Men''s shirts (thru Q20131)                         ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Men''s shirts, sweaters, and vests (new UCC Q20132) ","MEAN",77.8,23.82,24.37,24,26.38,38.38,45.26,53.15,68.87,146.72
"        Men''s shirts, sweaters, and vests (new UCC Q20132) ","SE",2.22,2.93,4.81,3.21,2.85,4.9,3.64,4.5,4.39,5.01
"        Men''s pants and shorts                             ","MEAN",68.27,33.73,21.05,26.87,29.64,36.71,43.55,51.71,68.4,117.55
"        Men''s pants and shorts                             ","SE",2.06,5.22,4.1,2.94,3.51,3.23,3.57,4.2,4.86,4.54
"        Men''s uniforms                                     ","MEAN",2.62,0.53,1.8,0.18,2.79,1.25,3.72,1.71,1.69,4.23
"        Men''s uniforms                                     ","SE",0.36,0.18,1.34,0.15,1.01,0.72,1.66,0.69,0.58,1.02
"        Men''s costumes                                     ","MEAN",0.85,0,0.4,0.62,0.78,0.19,0.6,0.34,1.47,1.25
"        Men''s costumes                                     ","SE",0.14,0,0.2,0.46,0.38,0.13,0.32,0.2,0.53,0.29
"      Boys, 2 to 15                                         ","MEAN",64.26,23.28,33.06,29.5,36.38,44.32,45.3,53.65,59.65,103.74
"      Boys, 2 to 15                                         ","SE",2.38,5.13,8.13,4.81,6.57,4.04,5.41,4.02,5.39,6.4
"        Boys'' coats and jackets                            ","MEAN",5.21,3.48,3.01,1.46,2.45,3.66,2.98,4.7,5.79,8.11
"        Boys'' coats and jackets                            ","SE",0.33,1.53,2.35,0.35,1.07,0.72,0.63,1,0.89,0.83
"        Boy''s shirts and sweaters (new UCC Q20132)         ","MEAN",23.84,8.52,10.52,9.72,12.91,16.08,18.79,22.59,22.17,37.86
"        Boy''s shirts and sweaters (new UCC Q20132)         ","SE",1.02,2.29,2.59,1.91,1.99,2.19,2.45,2.57,2.57,2.44
"        Boys'' sweaters (thru Q20131)                       ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Boys'' shirts (thru Q20131)                         ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Boys'' underwear                                    ","MEAN",1.68,0.24,0.6,1.42,0.68,1.71,1.19,0.69,1.15,2.9
"        Boys'' underwear                                    ","SE",0.15,0.15,0.51,0.97,0.22,0.35,0.41,0.14,0.28,0.26
"        Boys'' nightwear                                    ","MEAN",1.33,0.07,0.01,0.62,1.4,0.86,0.58,0.42,0.93,2.59
"        Boys'' nightwear                                    ","SE",0.17,0.07,0.01,0.27,0.68,0.47,0.2,0.16,0.27,0.36
"        Boys'' hosiery                                      ","MEAN",1,0.39,0.87,0.88,0.42,0.77,0.31,0.86,0.49,1.8
"        Boys'' hosiery                                      ","SE",0.13,0.36,0.4,0.28,0.21,0.22,0.12,0.23,0.12,0.36
"        Boys'' accessories                                  ","MEAN",1.1,0.09,0.29,0.19,1.14,0.9,0.27,1.7,0.47,1.96
"        Boys'' accessories                                  ","SE",0.14,0.06,0.22,0.14,0.73,0.49,0.1,0.7,0.14,0.28
"        Boys'' suits, sportcoats, vests                     ","MEAN",1.27,0.32,0.45,0.46,0.45,0.38,1.21,1.18,0.97,2.29
"        Boys'' suits, sportcoats, vests                     ","SE",0.28,0.31,0.45,0.34,0.39,0.32,0.47,0.85,0.39,0.71
"        Boys'' pants and shorts                             ","MEAN",23.65,9.1,14.8,13.38,15.61,18.28,16.83,18.81,24.5,35.3
"        Boys'' pants and shorts                             ","SE",1,2.41,3.59,2.66,4.05,2.31,2.49,2.02,2.62,2.38
"        Boys'' uniforms                                     ","MEAN",2.72,0.63,2.05,1.04,0.92,1.34,1.63,1.65,2.05,5.18
"        Boys'' uniforms                                     ","SE",0.29,0.39,0.97,0.48,0.67,0.4,0.74,0.56,0.82,0.82
"        Boys'' active sportswear                            ","MEAN",1.46,0.06,0.2,0.12,0.14,0.12,0.49,0.48,0.5,3.76
"        Boys'' active sportswear                            ","SE",0.16,0.05,0.16,0.09,0.13,0.1,0.15,0.19,0.16,0.47
"        Boys'' costumes                                     ","MEAN",0.99,0.38,0.26,0.2,0.28,0.2,1.01,0.56,0.65,1.98
"        Boys'' costumes                                     ","SE",0.14,0.16,0.16,0.12,0.12,0.09,0.42,0.2,0.16,0.4
"    Women and girls                                         ","MEAN",417.11,223.14,178.16,169.06,180.84,244.75,263.64,295.69,365.54,730.13
"    Women and girls                                         ","SE",10.01,24.98,19.15,13.6,14.92,14.06,14.07,16.54,14.19,22.07
"      Women, 16 and over                                    ","MEAN",342.15,201.24,154.77,141.3,155.31,192.11,207.48,240.5,301.07,599.17
"      Women, 16 and over                                    ","SE",8.73,22.54,18.41,14.57,14.18,13.83,12.15,15.29,11.87,20.06
"        Women''s coats and jackets                          ","MEAN",26.74,15.34,6.95,12.47,12.22,16.33,16.38,24.58,21.22,46.14
"        Women''s coats and jackets                          ","SE",1.52,3.4,2.5,2.23,2.04,2.65,3.88,7.56,1.75,3.43
"        Women''s dresses                                    ","MEAN",48.36,25.79,19.92,14.32,10.78,17.13,20.78,28.76,36.99,98.53
"        Women''s dresses                                    ","SE",3.39,7.76,5.72,2.73,2.52,3.09,2.43,3.6,3.87,8.88
"        Women''s sportcoats, tailored jackets               ","MEAN",3.06,1.1,0,1.09,0.57,1.4,1.62,1.7,3.76,5.66
"        Women''s sportcoats, tailored jackets               ","SE",0.43,0.66,0,0.6,0.35,0.53,0.73,0.59,1.67,0.98
"        Women''s vests and sweaters (thru Q20131)           ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Women''s shirts, tops, blouses (thru Q20131)        ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Women''s sweaters, shirts, tops, vests (new UCC     ","MEAN",112.53,63,55.25,45.39,53.19,70.72,71.67,77.71,102.86,191.81
"        Women''s sweaters, shirts, tops, vests (new UCC     ","SE",2.56,6.25,6.05,6.52,5.21,5.21,4.28,5.47,5.15,5.22
"        Women''s skirts                                     ","MEAN",5.63,2.91,3.44,3.77,2.05,3.22,2.79,3.08,4.28,10.33
"        Women''s skirts                                     ","SE",0.45,1.28,2.12,1.21,0.62,0.77,0.68,0.4,0.54,1.15
"        Women''s pants and shorts                           ","MEAN",77.63,51.44,38.24,36.29,40.87,46.32,55.31,56.7,74.57,126.08
"        Women''s pants and shorts                           ","SE",1.99,6.66,4.8,3.62,4.69,4.04,4.06,3.91,3.51,3.53
"        Women''s active sportswear                          ","MEAN",9.23,8.58,7.42,2.54,7.61,2.81,4.04,4.45,6.58,17.41
"        Women''s active sportswear                          ","SE",0.73,5.26,3.84,0.74,2.99,0.57,0.78,1.14,1.1,1.61
"        Women''s sleepwear                                  ","MEAN",6.88,2.79,3.56,3.6,2.13,3.97,6.03,6.42,6.97,10.8
"        Women''s sleepwear                                  ","SE",0.39,0.64,0.82,0.97,0.44,0.58,1.08,1.24,1,0.99
"        Women''s undergarments                              ","MEAN",17.1,10.09,8.68,7.72,9.47,9.59,11.87,11.97,13.46,29.58
"        Women''s undergarments                              ","SE",0.73,2.51,2.42,0.95,1.52,1.11,1.51,1.26,1.55,1.71
"        Women''s hosiery                                    ","MEAN",3.79,1.85,1.71,2.11,2.45,2.4,2.55,3.38,3.23,6.14
"        Women''s hosiery                                    ","SE",0.22,0.43,0.72,0.4,0.71,0.38,0.44,0.52,0.41,0.55
"        Women''s suits                                      ","MEAN",5.55,5.62,0.92,1.6,2.28,1.75,0.86,2.5,3.08,12.16
"        Women''s suits                                      ","SE",0.61,2.28,0.68,0.73,0.78,0.66,0.36,1.01,0.51,1.8
"        Women''s accessories                                ","MEAN",20.24,10.2,6.82,8.66,7.22,13.21,10.49,14.16,18.85,35.76
"        Women''s accessories                                ","SE",1.39,3.15,2.5,2.34,2.16,3.67,1.66,1.84,2.22,3.57
"        Women''s uniforms                                   ","MEAN",4.3,2.32,1.5,1.57,4.34,1.02,2.58,4.7,4.15,7.09
"        Women''s uniforms                                   ","SE",0.56,0.97,1.03,1.46,1.77,0.33,0.7,1.97,0.92,1.33
"        Women''s costumes                                   ","MEAN",1.1,0.21,0.35,0.17,0.13,2.24,0.5,0.37,1.08,1.68
"        Women''s costumes                                   ","SE",0.28,0.15,0.34,0.13,0.09,1.9,0.28,0.19,0.27,0.35
"      Girls, 2 to 15                                        ","MEAN",74.97,21.9,23.39,27.77,25.53,52.64,56.17,55.19,64.46,130.95
"      Girls, 2 to 15                                        ","SE",3.16,6.2,4.57,4.74,2.99,5.53,5.55,4.74,6.16,8.09
"        Girls'' coats and jackets                           ","MEAN",5.21,0.67,1.64,1.33,2.24,3.23,4.27,4.46,4.84,8.96
"        Girls'' coats and jackets                           ","SE",0.34,0.41,0.85,0.38,0.46,0.58,0.88,0.91,0.97,1.01
"        Girls'' dresses and suits                           ","MEAN",7.39,0.99,1.29,0.9,1.21,4.4,4.32,5.52,5.79,14.69
"        Girls'' dresses and suits                           ","SE",0.95,0.49,0.51,0.35,0.37,1,0.88,1.36,1.02,2.83
"        Girls'' shirts, blouses, sweaters, vests            ","MEAN",25.7,8.15,11.82,11.3,9.33,19.42,16.23,19.86,22.19,44.05
"        Girls'' shirts, blouses, sweaters, vests            ","SE",1.21,1.9,3.41,2.14,1.71,2.5,1.81,2.37,2.28,2.85
"        Girls'' skirts, pants, and shorts                   ","MEAN",23.45,9.92,6.2,9.84,7.32,16.03,21.52,17.27,22.63,38.42
"        Girls'' skirts, pants, and shorts                   ","SE",1.25,4.8,1.16,2.48,1.82,1.88,2.8,2.15,2.47,2.88
"        Girls'' active sportswear                           ","MEAN",1.98,0.58,0.44,0.65,0.3,0.89,0.54,1.17,0.83,4.49
"        Girls'' active sportswear                           ","SE",0.17,0.32,0.31,0.46,0.19,0.28,0.15,0.4,0.18,0.46
"        Girls'' underwear and sleepwear                     ","MEAN",4.48,1.03,1.18,1.32,1.9,2.51,3.39,3.15,3.98,8.08
"        Girls'' underwear and sleepwear                     ","SE",0.32,0.4,0.53,0.37,0.71,0.41,0.94,0.66,0.67,0.75
"        Girls'' hosiery                                     ","MEAN",0.93,0.08,0.08,0.17,0.1,1.05,0.56,0.43,0.56,1.83
"        Girls'' hosiery                                     ","SE",0.1,0.06,0.05,0.09,0.07,0.35,0.22,0.14,0.11,0.27
"        Girls'' accessories                                 ","MEAN",2.02,0.01,0.06,0.3,1.4,1.55,2.06,0.94,1.67,3.58
"        Girls'' accessories                                 ","SE",0.26,0.01,0.05,0.14,0.35,0.66,1.44,0.45,0.5,0.55
"        Girls'' uniforms                                    ","MEAN",2.39,0.22,0.62,1.67,1.6,2.9,2.07,1.23,1.48,3.83
"        Girls'' uniforms                                    ","SE",0.26,0.22,0.31,0.84,0.75,0.75,0.49,0.3,0.65,0.63
"        Girls'' costumes                                    ","MEAN",1.42,0.26,0.05,0.29,0.14,0.65,1.2,1.17,0.49,3.03
"        Girls'' costumes                                    ","SE",0.18,0.13,0.04,0.17,0.1,0.21,0.73,0.32,0.14,0.42
"    Children under 2                                        ","MEAN",55.18,28.96,40.77,21.99,30.02,42.51,59.38,49.97,49.75,78.89
"    Children under 2                                        ","SE",2.61,8.37,7.38,3.07,6.94,4.84,6.62,6.98,3.88,5.75
"      Infant coat, jacket, snowsuit                         ","MEAN",0.99,1.74,0.08,0.55,0.74,0.47,0.92,0.48,0.25,1.77
"      Infant coat, jacket, snowsuit                         ","SE",0.26,1.13,0.09,0.39,0.44,0.13,0.43,0.27,0.12,0.62
"      Infant dresses, outerwear                             ","MEAN",8.66,2.09,9.18,4.42,1.6,7.57,6.53,5.51,6.02,14.76
"      Infant dresses, outerwear                             ","SE",0.69,0.84,2.27,1.34,0.69,1.59,1.27,0.96,0.89,1.51
"      Infant underwear                                      ","MEAN",41.44,22.36,29.69,16.31,25.09,31.6,48.81,41.79,40.41,55.21
"      Infant underwear                                      ","SE",2.17,6.91,5.26,2.33,6.06,3.74,5.73,6.92,3.23,4.24
"      Infant nightwear, loungewear                          ","MEAN",0.62,0.56,0.31,0.03,0.22,0.49,0.5,0.79,0.22,1.06
"      Infant nightwear, loungewear                          ","SE",0.1,0.55,0.25,0.03,0.22,0.29,0.22,0.39,0.1,0.25
"      Infant accessories                                    ","MEAN",3.46,2.21,1.51,0.69,2.37,2.38,2.62,1.4,2.84,6.09
"      Infant accessories                                    ","SE",0.29,1.09,0.74,0.25,1.03,0.69,0.7,0.36,0.61,0.77
"    Footwear                                                ","MEAN",179.13,79.74,75.03,76.37,91.58,110.18,134.55,146.17,175.3,291.33
"    Footwear                                                ","SE",3.98,9.09,9.11,5.89,8.54,4.75,6.6,8.62,7.99,8.6
"      Men''s footwear                                       ","MEAN",64.61,21.99,26.29,26.1,30.86,32.3,46.67,55.93,64.6,108.65
"      Men''s footwear                                       ","SE",1.88,3.2,5.49,3.51,4.25,2.51,4.92,5.39,4.35,4.44
"      Boys'' footwear                                       ","MEAN",20.48,7.2,12.27,8.93,10.35,15.73,15.77,20.71,19.76,30.99
"      Boys'' footwear                                       ","SE",0.99,2.29,3.64,1.84,2.05,1.63,2.34,2.77,2.61,2.12
"      Women''s footwear                                     ","MEAN",76.24,44.9,31.01,33.18,44.32,46.9,58.34,53.98,74.6,123.17
"      Women''s footwear                                     ","SE",2.14,6.24,5.01,3.93,4.7,3.37,4.16,4.55,4.24,5.03
"      Girls'' footwear                                      ","MEAN",17.79,5.66,5.46,8.16,6.05,15.25,13.76,15.55,16.34,28.52
"      Girls'' footwear                                      ","SE",0.92,2.45,1.32,2.1,1.73,2.19,2.01,1.96,2.25,2.09
"    Other apparel products and services                     ","MEAN",195.42,79.79,81.21,78.01,124.68,95.53,115.83,146.41,162.71,349.07
"    Other apparel products and services                     ","SE",6.85,10.16,7.28,7.16,37.43,5.74,11.68,13.28,13.84,19.94
"      Material for making clothes (thru Q20131)             ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Sewing patterns and notions (thru Q20131)             ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Material and supplies for sewing, needlework, quilting","MEAN",10.18,3.54,2.94,2.69,5.21,4.91,7,8.45,18.9,14
"      Material and supplies for sewing, needlework, quilting","SE",1.43,1.94,1.51,0.98,1.57,0.97,1.51,1.94,6.55,1.97
"      Watches                                               ","MEAN",12.51,3.47,0.73,1.81,3.73,5.31,5.15,7.84,12.08,25.23
"      Watches                                               ","SE",1.43,0.88,0.47,0.52,1.31,1.52,1.35,1.93,5.27,3.24
"      Jewelry                                               ","MEAN",70.99,8.93,3.96,8.46,58.83,9.55,32.45,38.46,50.91,153.19
"      Jewelry                                               ","SE",5.87,4.55,1.56,3.35,36.77,1.67,9.36,11.08,10.67,16.92
"      Shoe repair and other shoe service                    ","MEAN",1.54,2.71,0.68,0.52,0.25,0.69,1.08,0.92,1.02,2.74
"      Shoe repair and other shoe service                    ","SE",0.21,2.07,0.44,0.2,0.11,0.34,0.55,0.4,0.28,0.39
"      Coin-operated apparel laundry and dry cleaning        ","MEAN",39.87,43.52,62.59,55.46,45.73,57.09,48.95,58.51,34.15,21.14
"      Coin-operated apparel laundry and dry cleaning        ","SE",1.57,5.2,7.02,5.34,4.26,4.98,4.39,5.04,3.19,1.47
"      Alteration, repair and tailoring of apparel and       ","MEAN",5.69,0.8,1.52,1.28,2.58,2.32,2.13,3.58,3.86,11.99
"      Alteration, repair and tailoring of apparel and       ","SE",0.53,0.35,0.6,0.49,0.82,1.02,0.44,0.87,0.83,1.71
"      Clothing rental                                       ","MEAN",2.02,1.07,0.96,0.04,0.18,0.22,1.07,0.99,2.65,3.97
"      Clothing rental                                       ","SE",0.32,0.68,0.96,0.04,0.18,0.16,0.52,0.6,0.8,0.81
"      Watch and jewelry repair                              ","MEAN",3.01,0.43,0.47,0.36,0.8,2.54,1.59,2.8,2.26,5.62
"      Watch and jewelry repair                              ","SE",0.32,0.24,0.25,0.15,0.38,0.81,0.62,0.77,0.45,0.79
"      Apparel laundry and dry cleaning not coin-operated    ","MEAN",48.16,15.33,6.78,7.4,7.27,12.9,14.86,24.47,34.02,108.74
"      Apparel laundry and dry cleaning not coin-operated    ","SE",2.22,7.08,2.24,1.62,1.06,2.11,1.97,3.07,3.11,5.7
"      Clothing storage                                      ","MEAN",1.44,0,0.58,0,0.12,0,1.55,0.4,2.86,2.44
"      Clothing storage                                      ","SE",0.46,0,0.59,0,0.12,0,1.16,0.29,1.48,1
"  Transportation                                            ","MEAN",8581.57,3178.72,3068.56,3323.27,3915.38,5325.72,6156.99,7983.25,8996.82,13829.96
