"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","MKMDEL","MKMDEL_","LSDENDYR","LSDE_DYR","PMTYEAR","PMTYEAR_"
"20143",2791453,29,0,"5","01","D","105","D","2014","D",.,"A",36,"D","12","D",359,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",359,"D",359,"D",359,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAO","D",,"A","2013","D"
"20143",2793143,32,0,"1","01","D","105","D","2013","D",.,"A",36,"D","09","D",350,"D","3","D",.,"A",2500,"D",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAA","D",,"A","2013","D"
"20143",2794713,10,0,"5","01","D","105","D","2009","D",.,"A",60,"D","01","D",100,"D","3","D",.,"A",2000,"D",2000,"D",.,"A",,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","GMCAO","D",,"A","2014","D"
"20143",2794753,10,0,"5","01","D","105","D","2013","D",.,"A",60,"D","04","D",427,"D","3","D",.,"A",2000,"D",.,"A",.,"A",,"A",427,"D",427,"D",427,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODAC","D",,"A","2013","D"
"20143",2796403,14,0,"5","01","D","105","D","2002","D",.,"A",100,"D","05","D",314,"D","3","D",.,"A",200,"D",1475,"D",.,"A",,"A",314,"D",314,"D",314,"D",.,"A",.,"A",.,"A",1475,"D",.,"A","HYUAE","D",,"A","2011","D"
"20143",2798803,21,0,"5","01","D","105","D","2014","D",0.5,"D",27,"D","03","D",500,"D","3","D",500,"D",.,"A",.,"A",.,"A",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAB","D",,"A","2014","D"
"20143",2799843,14,0,"5","01","D","105","D","2014","D",.,"A",36,"D","08","D",450,"D","3","D",.,"A",.,"A",10000,"D",.,"A",,"A",450,"D",450,"D",450,"D",.,"A",.,"A",.,"A",10000,"D",.,"A","LEXAG","D",,"A","2013","D"
"20143",2801133,4,0,"1","01","D","105","D","2014","D",.,"A",60,"D","06","D",400,"D","3","D",.,"A",6500,"F",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAS","D",,"A","2014","D"
"20143",2801653,12,0,"1","01","D","105","D","2013","D",.,"A",12,"D","07","D",446,"D","3","D",.,"A",.,"A",1000,"D",.,"A","07","D",446,"D",446,"D",446,"D",.,"A",.,"A",.,"A",1000,"D",500,"D","TOYBC","D","2014","D","2013","D"
"20143",2802103,15,0,"5","01","D","105","D","2013","D",.,"A",39,"D","03","D",242,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",242,"D",242,"D",242,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISBB","D",,"A","2014","D"
"20143",2802103,16,0,"5","02","D","105","D","2013","D",.,"A",24,"D","02","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",439,"F",439,"F",439,"F",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBT","D",,"A","2013","D"
"20143",2803563,18,0,"5","01","D","105","D","2014","D",.,"A",36,"D","03","D",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAZ","D",,"A","2014","D"
"20143",2803853,14,0,"5","01","D","105","D","2015","D",.,"A",36,"D","05","D",230,"D","3","D",.,"A",17000,"D",.,"A",.,"A",,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAE","D",,"A","2014","D"
"20143",2804183,14,0,"1","01","D","105","D","2014","D",.,"A",36,"D","08","D",1539,"D","3","D",.,"A",.,"A",.,"A",.,"A","08","D",.,"A",.,"A",1539,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBAH","D","2014","D","2010","D"
"20143",2805443,16,0,"5","01","D","105","D","2012","D",.,"A",36,"D","05","D",199,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",199,"D",199,"D",199,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","HONAC","D",,"A","2012","D"
"20143",2805443,17,0,"1","02","D","105","D","2015","D",.,"A",36,"D","09","D",239,"D","3","D",.,"A",.,"A",239,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",239,"D",.,"A","NISAD","D",,"A","2014","D"
"20143",2806053,21,0,"5","01","D","105","D","2013","D",0.95,"D",36,"D","04","D",260,"D","3","D",.,"A",10000,"D",.,"A",.,"A",,"A",260,"D",260,"D",260,"D",25,"D",25,"D",25,"D",.,"A",.,"A","CHEBU","D",,"A","2013","D"
"20143",2806343,15,0,"1","01","D","105","D","2014","D",0.3,"D",36,"D","05","D",387,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",387,"D",387,"D",387,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CADAM","D",,"A","2014","D"
"20143",2806483,25,0,"5","01","D","105","D","2014","D",.,"A",.,"C","03","D",.,"C","3","D",.,"A",.,"A",10000,"D",.,"A","06","D",443,"F",.,"A",.,"A",.,"A",.,"A",.,"A",10000,"D",.,"A","GMCAO","D",,"A","2014","D"
"20143",2806923,22,0,"5","01","D","105","D","2013","D",.,"A",36,"D","09","D",223,"D","3","D",.,"A",.,"A",4685,"D",.,"A",,"A",223,"D",223,"D",223,"D",.,"A",.,"A",.,"A",4685,"D",.,"A","ACUAK","D",,"A","2013","D"
"20143",2807603,22,0,"5","01","D","105","D","2012","D",.,"A",39,"D","11","D",365,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",365,"D",365,"D",365,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","GMCAO","D",,"A","2013","D"
"20143",2807603,23,0,"5","02","D","105","D","2012","D",.,"A",39,"D","04","D",430,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",430,"D",430,"D",430,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAD","D",,"A","2012","D"
"20143",2807933,31,0,"5","01","D","105","D","2013","D",.,"A",24,"D","09","D",418,"D","3","D",.,"A",.,"A",.,"A",.,"A","08","D",418,"D",418,"D",418,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBU","D",,"A","2012","D"
"20143",2807933,32,0,"1","02","D","105","D","2015","D",.,"A",36,"D","09","D",310,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2000,"D",.,"A","CHEBU","D",,"A","2014","D"
"20143",2808023,20,0,"5","01","D","105","D","2012","D",.,"A",.,"C","01","D",700,"D","3","D",.,"A",.,"A",2000,"D",.,"A","07","D",700,"D",700,"D",.,"A",.,"A",.,"A",.,"A",2000,"D",.,"A","VOKAH","D",,"A","2013","D"
"20143",2808233,15,0,"5","01","D","105","D","2013","D",.,"A",36,"D","04","D",468,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",468,"D",468,"D",468,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORAO","D",,"A","2013","D"
"20143",2808273,20,0,"5","02","D","105","D","2013","D",.,"A",36,"D","05","D",229,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",229,"D",229,"D",229,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2013","D"
"20143",2808633,23,0,"1","01","D","105","D","2014","D",.,"A",1,"D","08","D",24000,"D","7","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",24104,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODAO","D",,"A","2014","D"
"20143",2808703,20,0,"1","01","D","105","D","2014","D",.,"A",39,"D","10","D",480,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAB","D",,"A","2014","D"
"20143",2809173,10,0,"5","01","D","105","D","2011","D",.,"A",36,"D","09","F",352,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",352,"D",352,"D",352,"D",.,"A",.,"A",.,"A",.,"A",.,"A","ACUAK","D",,"A","2013","F"
"20143",2810314,9,0,"5","01","D","105","D","2004","D",.,"A",48,"D","07","D",270,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",270,"D",270,"D",270,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","FORAL","D",,"A","2011","D"
"20143",2810883,10,0,"5","01","D","105","D","2013","D",.,"A",48,"D","04","D",213,"D","3","D",.,"A",1000,"D",.,"A",.,"A",,"A",213,"D",213,"D",213,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HYUAB","D",,"A","2014","D"
"20143",2810893,13,0,"1","01","D","105","D","2013","D",.,"A",36,"D","07","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAH","D",,"A","2014","D"
"20143",2811163,20,0,"5","01","D","105","D","2011","D",.,"A",39,"D","06","D",429,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",429,"D",429,"D",429,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","CHRAM","D",,"A","2011","D"
"20143",2811163,21,0,"5","02","D","105","D","2011","D",.,"A",36,"D","05","D",188,"D","3","D",.,"A",.,"A",1000,"D",.,"A","06","D",188,"D",.,"A",.,"A",.,"A",.,"A",.,"A",1000,"D",1000,"D","MAZAI","D",,"A","2011","D"
"20143",2811163,22,0,"1","03","D","105","D","2014","D",.,"A",36,"D","07","D",200,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",.,"A",200,"D",200,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","MAZAP","D",,"A","2014","D"
"20143",2811653,23,0,"1","01","D","105","D","2014","D",.,"A",42,"D","06","D",899,"D","3","D",.,"A",37000,"D",4000,"D",.,"A",,"A",899,"D",899,"D",899,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","AUDAV","D",,"A","2014","D"
"20143",2812083,6,0,"5","01","D","105","D","2013","D",.,"A",36,"D","07","F",326,"D","3","D",.,"A",.,"A",1250,"D",.,"A",,"A",326,"D",326,"D",326,"D",.,"A",.,"A",.,"A",1250,"D",.,"A","INFAO","D",,"A","2011","F"
"20143",2812103,16,0,"1","01","D","105","D","2014","D",.,"A",36,"D","08","D",299,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",.,"A",.,"A",299,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAX","D",,"A","2014","D"
"20143",2813753,21,0,"5","02","D","105","D","2013","D",.,"A",39,"D","06","D",640,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",640,"D",640,"D",640,"D",80,"D",80,"D",80,"D",.,"A",.,"A","INFXX","D",,"A","2014","D"
"20143",2813943,23,0,"5","01","D","105","D","2013","D",.,"A",36,"D","03","D",200,"D","3","D",.,"A",2500,"D",2000,"D",.,"A",,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAR","D",,"A","2013","D"
"20143",2814562,27,0,"5","01","D","105","D","2014","D",.,"A",48,"D","06","D",399,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",399,"D",399,"D",399,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","KIAAE","D",,"A","2013","D"
"20143",2814672,44,0,"5","01","D","105","D","2012","D",.,"A",72,"D","01","D",423,"D","3","D",.,"A",13000,"D",2000,"D",.,"A",,"A",423,"D",423,"D",423,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAT","D",,"A","2013","D"
"20143",2814782,12,0,"5","01","D","105","D","2013","D",.,"A",36,"D","07","D",190,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",190,"D",190,"D",190,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","TOYAC","D",,"A","2013","D"
"20143",2815412,19,0,"5","01","D","105","D","2014","D",.,"A",39,"D","04","D",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAT","D",,"A","2014","D"
"20143",2815872,16,0,"5","01","D","105","D","2004","D",.,"A",46,"D","10","F",656,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",656,"D",656,"D",656,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODAF","D",,"A","2013","D"
"20143",2817842,24,0,"5","01","D","105","D","2013","D",.,"A",36,"D","10","D",600,"D","3","D",.,"A",14000,"D",.,"A",.,"A",,"A",600,"D",600,"D",600,"D",.,"A",.,"A",.,"A",.,"A",.,"A","AUDAY","D",,"A","2013","D"
"20143",2817842,25,0,"5","02","D","105","D","2013","D",0.2,"D",36,"D","01","D",550,"D","3","D",.,"A",4000,"D",.,"A",.,"A",,"A",550,"D",550,"D",550,"D",.,"A",.,"A",.,"A",.,"A",.,"A","INFAQ","D",,"A","2013","D"
"20143",2817992,20,0,"1","01","D","105","D","2014","D",.,"A",36,"D","05","D",500,"D","3","D",.,"A",3000,"D",.,"A",.,"A",,"A",.,"A",500,"D",500,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBU","D",,"A","2014","D"
"20143",2818132,13,0,"5","01","D","105","D","2012","D",.,"A",24,"D","08","D",231,"D","3","D",.,"A",1700,"D",.,"A",.,"A","06","D",231,"D",231,"D",231,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBJ","D",,"A","2012","D"
"20143",2818382,18,0,"5","01","D","105","D","2012","D",.,"A",36,"D","04","D",.,"C","3","D",.,"A",.,"C",.,"A",.,"A",,"A",376,"F",376,"F",376,"F",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAO","D",,"A","2012","D"
"20143",2818422,16,0,"5","01","D","105","D","2012","D",.,"A",36,"D","03","D",439,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",439,"D",439,"D",439,"D",.,"A",.,"A",.,"A",.,"A",.,"A","AUDAG","D",,"A","2012","D"
"20143",2818532,16,0,"5","01","D","105","D","2013","D",.,"A",36,"D","05","D",368,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",368,"D",368,"D",368,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAC","D",,"A","2013","D"
"20143",2818762,19,0,"5","01","D","105","D","2011","D",.,"A",36,"D","07","D",430,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",430,"D",430,"D",430,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXXX","D",,"A","2011","D"
"20143",2819232,20,0,"5","01","D","105","D","2013","D",0.12,"D",36,"D","01","D",395,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",395,"D",395,"D",395,"D",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAE","D",,"A","2013","D"
"20143",2819332,13,0,"1","01","D","105","D","2009","D",.,"A",60,"D","05","D",265,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",265,"D",265,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAW","D",,"A","2014","D"
"20143",2819342,18,0,"5","01","D","105","D","2013","D",.,"A",36,"D","02","D",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBS","D",,"A","2013","D"
"20143",2821223,6,0,"5","01","D","105","D","1995","D",.,"A",.,"C","01","D",100,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAG","D",,"A","2014","D"
"20143",2821862,11,0,"5","01","D","105","D","2013","D",.,"A",36,"D","03","D",318,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",318,"D",318,"D",318,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2013","D"
"20143",2822412,14,0,"5","01","D","105","D","2012","D",.,"A",60,"D","04","D",328,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",328,"D",328,"D",328,"D",.,"A",.,"A",.,"A",500,"D",.,"A","NISXX","D",,"A","2012","D"
"20143",2823532,11,0,"5","01","D","105","D","2011","D",.,"A",39,"D","07","D",439,"D","3","D",.,"A",4000,"D",.,"A",.,"A",,"A",439,"D",439,"D",439,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAN","D",,"A","2011","D"
"20143",2823752,14,0,"5","01","D","105","D","2014","D",.,"A",36,"D","04","D",288,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",288,"D",288,"D",288,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAC","D",,"A","2014","D"
"20143",2824242,35,0,"1","01","D","105","D","2014","D",.,"A",36,"D","08","D",220,"D","3","D",.,"A",.,"A",800,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",800,"D",.,"A","DODBM","D",,"A","2014","D"
"20143",2824772,15,0,"1","01","D","105","D","2013","D",.,"A",.,"C","09","F",572,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",572,"D",572,"D",572,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAX","D",,"A","2013","D"
"20143",2824772,16,0,"1","02","D","105","D","2010","D",.,"A",.,"C","05","F",.,"C","7","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","SCIAD","D",,"A","2010","D"
"20143",2824772,17,0,"1","03","D","105","D","1996","D",.,"A",.,"C","03","F",.,"C","7","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","FORAZ","D",,"A","1996","D"
"20143",2824952,14,0,"5","01","D","105","D","2013","D",.,"A",36,"D","08","D",284,"D","3","D",.,"A",7000,"D",2000,"D",.,"A",,"A",284,"D",284,"D",284,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","KIAAE","D",,"A","2012","D"
"20143",2836632,19,0,"5","01","D","105","D","2013","D",.,"A",36,"D","10","D",189,"D","3","D",.,"A",2500,"D",.,"A",.,"A",,"A",189,"D",189,"D",189,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAM","D",,"A","2013","D"
"20143",2836732,28,0,"1","01","D","105","D","2014","D",.,"A",60,"D","08","D",1200,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1200,"D",1200,"D",1200,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBAH","D",,"A","2013","D"
"20143",2837172,9,0,"5","01","D","105","D",,"C",.,"A",.,"C","02","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",242,"F",242,"F",242,"F",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A","2007","F"
"20143",2837312,8,0,"5","01","D","105","D","2012","D",.,"A",60,"D","06","D",580,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",580,"D",580,"D",580,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","NISAM","D",,"A","2012","D"
"20143",2837442,14,0,"5","01","D","105","D","2013","D",.,"A",36,"D","02","D",511,"D","3","D",.,"A",3750,"D",.,"A",.,"A",,"A",511,"D",511,"D",511,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBAV","D",,"A","2012","D"
"20143",2838102,28,0,"5","01","D","105","D","2014","D",.,"A",39,"D","05","D",490,"D","3","D",.,"A",2500,"F",.,"A",.,"A",,"A",490,"D",490,"D",490,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOVAY","D",,"A","2014","D"
"20143",2838302,15,0,"5","01","D","105","D","2014","D",.,"A",36,"D","01","D",500,"D","3","D",.,"A",.,"A",8000,"D",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",8000,"D",.,"A","BMWAA","D",,"A","2014","D"
"20143",2838322,16,0,"5","01","D","105","D","2012","D",.,"A",36,"D","05","F",249,"D","3","D",.,"A",13000,"D",.,"A",.,"A",,"A",249,"D",249,"D",249,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAB","D",,"A","2012","F"
"20143",2838322,17,0,"5","02","D","105","D","2013","D",.,"A",36,"D","02","F",203,"D","3","D",.,"A",600,"D",.,"A",.,"A",,"A",203,"D",203,"D",203,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2013","F"
"20143",2839262,29,0,"1","01","D","105","D","2013","D",.,"A",36,"D","03","D",269,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",269,"D",269,"D",269,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","FORBJ","D",,"A","2013","D"
"20143",2839792,13,0,"5","01","D","105","D","2014","D",.,"A",36,"D","04","D",296,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",296,"D",296,"D",296,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAS","D",,"A","2014","D"
"20143",2840742,7,0,"5","01","D","105","D","2003","D",.,"A",.,"C","05","F",200,"D","3","D",.,"A",.,"A",.,"A",.,"A","07","D",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2013","D"
"20143",2840742,8,0,"5","02","D","105","D","2003","D",.,"A",.,"C","04","F",240,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",240,"D",240,"D",240,"D",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAC","D",,"A","2013","D"
"20143",2841092,38,0,"5","01","D","105","D","2013","D",.,"A",36,"D","08","D",395,"D","3","D",.,"A",.,"A",3500,"D",.,"A",,"A",395,"D",395,"D",395,"D",.,"A",.,"A",.,"A",3500,"D",.,"A","ACUAL","D",,"A","2013","D"
"20143",2841162,10,0,"5","01","D","105","D","2014","D",.,"A",.,"C","02","D",335,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",335,"D",335,"D",335,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAS","D",,"A","2013","D"
"20143",2841622,7,0,"5","01","D","105","D","2014","D",.,"A",.,"C","01","F",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SCIAF","D",,"A","2013","F"
"20143",2841842,10,0,"5","01","D","105","D","2013","D",.,"A",60,"D","01","D",387,"D","3","D",.,"A",2500,"D",.,"A",.,"A",,"A",387,"D",387,"D",387,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAN","D",,"A","2014","D"
"20143",2842582,13,0,"5","01","D","105","D","2012","D",.,"A",36,"D","11","D",800,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",800,"D",800,"D",800,"D",.,"A",.,"A",.,"A",.,"B",.,"A","LEXAB","D",,"A","2012","D"
"20143",2842942,25,0,"5","01","D","105","D","2010","D",.,"A",60,"D","08","D",122,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",122,"D",122,"D",122,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","TOYAF","D",,"A","2013","D"
"20143",2843082,11,0,"5","01","D","105","D","2013","D",.,"A",60,"D","07","D",210,"D","3","D",.,"A",.,"A",5000,"D",.,"A","07","F",210,"D",210,"D",210,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","NISAQ","D",,"A","2013","D"
"20143",2843462,21,0,"5","01","D","105","D","2012","D",.,"A",.,"C","11","F",297,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",297,"D",297,"D",297,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBJ","D",,"A","2012","D"
"20143",2843482,24,0,"5","01","D","105","D","2012","D",.,"A",36,"D","10","D",370,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",370,"D",370,"D",370,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAO","D",,"A","2012","D"
"20143",2844072,5,0,"5","01","D","105","D","2012","D",.,"A",24,"D","09","D",177,"D","3","D",.,"A",.,"A",300,"D",.,"A",,"A",177,"D",177,"D",177,"D",.,"A",.,"A",.,"A",300,"D",.,"A","HONAB","D",,"A","2012","D"
"20143",2844332,21,0,"5","01","D","105","D","2012","D",.,"A",36,"D","11","D",350,"D","3","D",.,"A",.,"A",1900,"D",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",1900,"D",.,"A","TOYAC","D",,"A","2012","D"
"20143",2845262,7,0,"5","01","D","105","D","2014","D",.,"A",.,"B","08","D",390,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",390,"D",390,"D",390,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWXX","D",,"A","2012","D"
"20143",2845472,11,0,"5","01","D","105","D","2011","D",.,"A",36,"D","11","D",395,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",395,"D",395,"D",395,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAC","D",,"A","2011","D"
"20143",2845732,34,0,"5","01","D","105","D","2013","D",.,"A",36,"D","10","D",358,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",358,"D",358,"D",358,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","HONAA","D",,"A","2012","D"
"20143",2846642,24,0,"5","01","D","105","D","2013","D",.,"A",36,"D","02","D",475,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",475,"D",475,"D",475,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAI","D",,"A","2014","D"
"20143",2868262,12,0,"5","01","D","105","D","2014","D",.,"A",48,"D","05","D",340,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",340,"D",340,"D",340,"D",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAG","D",,"A","2014","D"
"20143",2868362,28,0,"5","01","D","105","D","2013","D",.,"A",36,"D","04","D",239,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",239,"D",239,"D",239,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","DODBM","D",,"A","2013","D"
"20143",2869472,8,0,"5","01","D","105","D","2014","D",0.85,"D",24,"D","05","D",185,"D","3","D",.,"A",2000,"D",.,"A",.,"A",,"A",185,"D",185,"D",185,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODBM","D",,"A","2014","D"
"20143",2869472,9,0,"5","02","D","105","D","2014","D",.,"A",36,"D","02","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A","2014","D"
"20143",2869583,25,0,"5","01","D","105","D","2014","D",.,"A",36,"D","01","D",570,"D","3","D",.,"A",7000,"D",.,"A",.,"A",,"A",570,"D",570,"D",570,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAR","D",,"A","2014","D"
"20143",2870232,22,0,"5","01","D","105","D","2014","D",.,"A",36,"D","07","D",215,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",215,"D",215,"D",215,"D",.,"A",.,"A",.,"A",500,"D",.,"A","HONAB","D",,"A","2013","D"
